orderID,productID,quantity
840000,578591,1
840000,306372,5
840000,494906,2
840000,663939,4
840000,588321,3
840000,100704,2
840000,695415,4
840000,667515,5
840001,159414,4
840001,58075,1
840001,307186,1
840001,238915,4
840001,486392,4
840002,545046,3
840002,437372,5
840002,237348,1
840002,537171,2
840002,426794,2
840003,377935,1
840003,519018,5
840003,241612,2
840003,151130,3
840003,100480,1
840003,665194,3
840003,229203,4
840003,442524,4
840003,542634,4
840004,510148,4
840004,97227,4
840004,41164,2
840005,224792,4
840005,69497,5
840005,637934,2
840005,445324,4
840005,105937,2
840005,280970,5
840005,653814,2
840006,190324,3
840006,56349,2
840006,32526,5
840006,629448,3
840006,330910,4
840006,458820,3
840006,367377,4
840007,349292,2
840007,282828,2
840007,106771,3
840007,563639,4
840007,646269,5
840007,303719,1
840007,370295,3
840007,366389,1
840008,162022,4
840008,128593,1
840008,192924,3
840008,136222,5
840008,269395,5
840008,248840,3
840008,100012,3
840008,371363,1
840009,67056,5
840009,37515,2
840009,476564,3
840009,584048,5
840009,416911,3
840009,372439,1
840009,185876,1
840009,85128,4
840009,382786,3
840010,647640,4
840010,101426,2
840010,173587,2
840010,635119,2
840011,622378,1
840011,464926,3
840011,135661,1
840011,2486,3
840011,26520,4
840011,626563,4
840011,18110,4
840012,235194,2
840012,163931,5
840012,387492,4
840012,353444,2
840012,448571,1
840013,374135,5
840013,542128,2
840013,473707,2
840013,495862,2
840013,235556,3
840013,465838,5
840013,244189,4
840013,109563,2
840013,537967,2
840014,510914,1
840014,375092,4
840014,432522,3
840014,668773,1
840014,613244,2
840014,565335,5
840015,67039,2
840015,376430,2
840016,330579,3
840016,405104,1
840016,134145,5
840016,538949,1
840016,167450,4
840016,450130,2
840016,76801,4
840017,677331,3
840017,358763,3
840017,33608,5
840017,415331,3
840017,204199,5
840017,301301,3
840018,562760,3
840018,460422,2
840019,355229,3
840019,138386,2
840019,555494,1
840019,672542,4
840019,632690,5
840020,207545,2
840021,37212,3
840021,173411,5
840021,184007,5
840021,529724,2
840021,222665,5
840021,667474,3
840021,245344,4
840021,85482,3
840021,83404,1
840022,340952,5
840022,441890,3
840022,170089,4
840022,253816,4
840022,58116,5
840022,2881,2
840023,491006,4
840023,304304,3
840023,552719,4
840023,354488,2
840024,619553,2
840024,143174,3
840024,336916,1
840024,507774,2
840024,552111,3
840024,60660,3
840025,547216,3
840025,692093,2
840025,231820,5
840025,693087,3
840025,356752,1
840025,366036,5
840025,192142,3
840025,502961,5
840026,153551,4
840027,316733,2
840028,94442,2
840028,169881,4
840028,642437,2
840028,456989,2
840028,297369,1
840028,92960,1
840028,524864,3
840029,696366,5
840029,460965,5
840029,92935,1
840029,560474,5
840029,354890,4
840029,156053,4
840029,391737,5
840029,75786,1
840030,120876,5
840030,416410,4
840030,500676,4
840030,125056,5
840031,245366,2
840031,614708,1
840031,189801,1
840031,280436,1
840032,570824,4
840032,73449,3
840032,170855,3
840032,2761,2
840032,102626,2
840032,513765,5
840032,348148,4
840032,655078,2
840033,447532,5
840033,558232,3
840033,253561,1
840033,580812,4
840033,76913,4
840033,622030,5
840034,645634,5
840034,693004,4
840034,655159,2
840034,615231,3
840034,277477,4
840034,210467,2
840034,254820,5
840034,228663,2
840035,517073,5
840035,98763,4
840035,151525,3
840035,383971,3
840036,536897,5
840036,578727,4
840036,93491,4
840036,118025,2
840036,211707,1
840036,215251,1
840036,442201,1
840036,101366,2
840036,530518,2
840037,438260,4
840037,61187,2
840037,190041,3
840037,188977,2
840038,653370,1
840038,357677,2
840038,451328,4
840039,511336,2
840039,366470,1
840039,29055,5
840039,451585,2
840039,655257,5
840039,276905,3
840040,309019,5
840040,660328,2
840040,264563,5
840040,463827,1
840040,22247,2
840040,7809,1
840040,412786,3
840040,7028,4
840041,170221,5
840041,108351,2
840042,351981,3
840042,466288,4
840042,470508,4
840042,351224,1
840042,372037,4
840043,518980,4
840043,250274,2
840044,54799,3
840044,671255,2
840044,598627,4
840044,511488,5
840044,506336,4
840044,102369,2
840044,438620,3
840044,290008,2
840044,398193,2
840045,125391,4
840045,64789,2
840045,232696,2
840046,58608,1
840046,15357,3
840046,540262,1
840046,417059,5
840046,684613,3
840047,571405,1
840048,447885,1
840048,562744,3
840048,138151,3
840048,120487,5
840048,681979,4
840048,150326,4
840048,550077,5
840048,434837,4
840049,322788,1
840049,592224,4
840049,138611,5
840049,598910,2
840049,683521,2
840049,54914,3
840050,670821,3
840050,10407,4
840050,538321,3
840051,293868,1
840051,60868,1
840051,45625,4
840051,67388,5
840051,611222,2
840051,527527,4
840051,255477,1
840051,521052,5
840051,166948,5
840052,391268,4
840052,432642,5
840053,584555,2
840053,392180,1
840053,140912,2
840053,277642,2
840053,309819,5
840053,638083,4
840053,695148,4
840053,190793,5
840053,199919,2
840054,8344,2
840054,293497,2
840054,32972,5
840054,510523,1
840054,582309,4
840054,254559,3
840054,60079,4
840054,368947,2
840054,476289,2
840055,22544,5
840055,70297,5
840055,43766,5
840055,308038,1
840056,127598,4
840056,131157,2
840056,452593,2
840056,149649,2
840056,150235,1
840057,425707,1
840057,289854,5
840057,333894,1
840057,346236,2
840058,450679,3
840058,281366,4
840058,271321,2
840058,363441,3
840058,568773,5
840058,254633,3
840058,92685,2
840058,129233,4
840059,56594,3
840059,250784,3
840060,612472,5
840060,164982,5
840060,370741,2
840061,105594,4
840061,93029,1
840061,139580,4
840061,503628,4
840061,358471,3
840061,580714,2
840061,227639,5
840061,676181,1
840061,687383,1
840062,533358,2
840062,149735,4
840062,628414,5
840062,437744,5
840062,699074,5
840062,344713,3
840063,105629,1
840063,196032,2
840063,305546,4
840063,320003,2
840063,126000,3
840064,427672,3
840064,200079,3
840064,406536,4
840064,118736,4
840064,223692,5
840064,122158,2
840064,240031,5
840065,586537,2
840065,112380,2
840066,377563,1
840066,97387,4
840066,76141,2
840066,177816,5
840066,462058,2
840066,584846,3
840067,195173,3
840067,142646,1
840067,402136,4
840067,281612,2
840068,103196,1
840068,144810,1
840068,606246,2
840068,104261,4
840068,459113,3
840068,181368,2
840068,60678,5
840068,577768,2
840068,698285,3
840069,581184,5
840069,286316,4
840070,354176,1
840070,96639,3
840070,348346,1
840070,659250,4
840070,445889,5
840070,46090,3
840070,468785,4
840071,488930,5
840071,359187,5
840071,376285,2
840071,649041,3
840071,347290,4
840071,550727,1
840071,460004,2
840072,386993,1
840072,295541,2
840072,639834,2
840072,160018,3
840072,610663,4
840072,563683,3
840072,560163,1
840073,52857,3
840073,182860,1
840073,185825,3
840073,174948,1
840073,63792,5
840074,376582,2
840074,4088,5
840074,110611,4
840075,319936,1
840075,674487,3
840076,87169,2
840076,234002,3
840076,689122,1
840076,115044,3
840076,163975,1
840076,647309,5
840076,227789,2
840076,35169,5
840076,258729,5
840077,14940,5
840077,484832,2
840077,563701,2
840078,567692,5
840079,273941,3
840079,181232,2
840079,152208,2
840080,255901,2
840080,638174,4
840080,653941,5
840080,623268,3
840080,482943,1
840080,288803,3
840080,275753,1
840081,47447,4
840081,302373,5
840081,195176,1
840081,346917,5
840081,441442,1
840081,138872,4
840081,23163,2
840082,134126,1
840083,22029,1
840083,269154,3
840083,388040,4
840083,303830,1
840083,256624,2
840083,359809,1
840083,535875,4
840083,474865,2
840083,130875,1
840084,537597,5
840084,176004,3
840085,160526,3
840085,642539,3
840085,109029,3
840085,215062,2
840085,548083,4
840085,390143,3
840085,383211,3
840085,127954,4
840085,496392,4
840086,327076,5
840086,130016,5
840087,171987,4
840087,127316,3
840087,544768,4
