orderID,productID,quantity
280000,189422,5
280001,10417,2
280002,498870,4
280002,109443,3
280002,690952,2
280002,616682,5
280002,100014,3
280003,625137,5
280003,335978,4
280003,359267,2
280004,383899,3
280004,352216,2
280004,358953,5
280004,404158,2
280005,683945,4
280005,372460,1
280006,1159,1
280006,464947,5
280006,128957,2
280006,629018,4
280006,9197,2
280006,240548,2
280006,571506,2
280006,430760,2
280007,409415,5
280007,697833,4
280007,603370,4
280007,247096,3
280008,114404,2
280008,97462,1
280008,195746,1
280008,572632,1
280008,678699,2
280008,213113,5
280008,540031,1
280009,173340,3
280009,631842,5
280009,432856,5
280009,644831,5
280009,107644,4
280009,281013,5
280010,34237,4
280010,266179,4
280010,293523,2
280010,394787,3
280010,454906,3
280010,189319,1
280010,536640,5
280010,394741,4
280011,325048,5
280011,377808,5
280011,123821,5
280011,404959,4
280011,283344,3
280012,612936,5
280012,453133,4
280012,331804,4
280012,143860,5
280012,11739,3
280012,609400,4
280012,228794,2
280012,618943,1
280012,67041,3
280013,129453,2
280013,227929,5
280013,373039,1
280014,575920,1
280014,375090,4
280014,510449,5
280014,260954,5
280014,179096,5
280014,8245,3
280015,537129,4
280016,534463,5
280016,499179,1
280016,582930,5
280017,660485,2
280017,32683,2
280017,505971,4
280017,429386,1
280017,300360,4
280017,206104,1
280017,590381,4
280017,336785,4
280017,288815,5
280018,201894,2
280018,696790,4
280018,390253,3
280018,344793,1
280018,51470,2
280018,216799,5
280018,540776,4
280018,183426,4
280018,37769,2
280019,423704,1
280019,582237,5
280020,73300,1
280021,293787,5
280021,657169,2
280021,550544,3
280021,402257,5
280021,307104,4
280021,376155,2
280021,244805,4
280021,408435,5
280022,516818,1
280022,207049,3
280022,34239,1
280022,550777,1
280022,697429,3
280023,121683,1
280023,83346,5
280023,41368,2
280023,244680,3
280023,626452,5
280024,324043,2
280025,492840,2
280025,324657,4
280025,288464,3
280025,544624,3
280025,594060,5
280025,336041,3
280025,622124,4
280025,630077,2
280025,339347,1
280026,136922,5
280027,655305,4
280027,654527,5
280027,234280,3
280027,24454,1
280027,32331,2
280028,558889,1
280029,120564,2
280029,312522,1
280029,53642,1
280029,657471,2
280029,682563,1
280029,479932,1
280029,111016,5
280030,449725,5
280031,36468,3
280031,300742,1
280031,333332,1
280031,24870,3
280031,213067,1
280031,256219,5
280032,24942,2
280032,535534,2
280032,657583,3
280032,154773,5
280032,165616,5
280032,33795,3
280032,437663,1
280033,267245,1
280033,678631,2
280033,243680,1
280034,149219,3
280034,518923,3
280034,135894,2
280034,449908,1
280035,411297,2
280035,473083,4
280036,313881,1
280036,149637,1
280036,403600,1
280036,168248,3
280036,601815,4
280036,654768,4
280037,654144,1
280037,507647,5
280037,152149,1
280037,473047,1
280037,598425,3
280037,433105,2
280037,214621,4
280037,692269,4
280037,233101,3
280038,33497,3
280038,465856,5
280038,117114,5
280038,684834,1
280038,481370,4
280038,4491,3
280039,572971,3
280039,592470,3
280039,401327,1
280039,292407,3
280039,194394,4
280039,636827,4
280039,246178,5
280039,654066,4
280040,249413,3
280040,254609,2
280040,479927,5
280040,513321,4
280040,260274,4
280040,356582,3
280040,28623,3
